,Binding,Brand,ListPrice,ProductGroup,ProductTypeName,Title,location,govSchemeSize,companiesMoving,supplyDelhi,supplyMumbai,supplyKolkata,supplyChennai,demandDelhi,demandMumbai,demandChennai,demandKolkata,label
1679,Electronics,Nikon,0.0010579167548260002,Photography,BINOCULAR,Nikon 8218 Trailblazer 10X25 Hunting Binoculars,3,0.0,0.027979969542166,0.112272641615652,0.28113814875209003,0.400520129179663,0.3316842679197489,0.34,0.45,0.5,0.56,PL2
1680,Electronics,Celestron,0.00030791669232599995,Photography,BINOCULAR,Celestron UpClose G2 10x50 Porro Binocular 71256,1,0.0,0.018270298728468002,0.33500552535282696,0.448420050424184,0.367603085756094,0.036438157629437,0.34,0.45,0.5,0.56,PL1
1681,Misc.,TacFire,0.001666250138854,Sports,SPORTING_GOODS,TacFire 3-9x42 illuminated Sniper Reticle Tactical Rifle Scope w/ Adaptor Mount and Mini Red Dot Sight for .223 / 5.56,1,0.0,0.17067372821772597,0.077356162324989,0.389684660928987,0.18927238951940398,0.38511774801152604,0.48,0.43,0.45,0.31,PL2
1682,Sports,Nikon,0.001499583458299,Sports,SPORTING_GOODS,Nikon ProStaff 3-9 x 40 Black Matte Riflescope (BDC),2,0.0,0.004946143992788,0.322181294541584,0.12333471543488801,0.27227823812583996,0.21213439316800098,0.48,0.43,0.45,0.31,PL1
1683,Sports,Simmons,0.00041658336804900007,Sports,SPORTING_GOODS,"Simmons .22 Mag TruPlex Reticle Rimfire Riflescope with Ring, 3-9x32mm (Matte)",3,0.0,0.033166319959912996,0.44851193237241904,0.37189012934188104,0.24366027537537602,0.41412810724093196,0.48,0.43,0.45,0.31,PL3
1684,Automotive,Mossy Oak Graphics,5.7916671493056e-05,Automotive Parts and Accessories,AUTO_ACCESSORY,Mossy Oak Graphics (14004-S-BI) Scope Wrap,4,0.0,0.078621065597975,0.23283516691292003,0.08734082207887799,0.035550241842779995,0.006859805245428,0.417046764008755,0.174802862815003,0.036828219486376,0.11259971006894698,PL2
1685,Sports,Leupold,0.003341333611778,Sports,SPORTING_GOODS,"Leupold VX-1 3-9x40 Waterproof Riflescope, Matte Black, Duplex Reticle 113874",2,0.0,0.068176731525629,0.13045504798593902,0.22579620225716798,0.220831645488939,0.012990184107308999,0.48,0.43,0.45,0.31,PL1
1686,Misc.,SNIPER,0.000329166694097,Sports,SPORTING_GOODS,SNIPER Compact Scope 4x32 Rangefingder reticle with Rings,4,0.0,0.06830164516071499,0.442509782946896,0.204617698480018,0.162823144369164,0.22270575638721696,0.48,0.43,0.45,0.31,PL1
1687,Sports,Barska,0.002083333506944,Sports,SPORTING_GOODS,BARSKA 3-9x42 IR 2nd Generation Sniper Riflescope,3,0.0,0.079929703992257,0.36152006080059,0.38053897117068497,0.168858412252549,0.2870781891901,0.48,0.43,0.45,0.31,PL1
1688,Sports,Nikon,0.0012495834374649998,Sports,SPORTING_GOODS,Nikon ProStaff Rimfire 3-9 x 40 Black Matte Riflescope (BDC 150),4,0.0,0.17394687110224097,0.18994461614235997,0.10397528321853601,0.250846272630571,0.352580862445054,0.48,0.43,0.45,0.31,PL4
1689,Sports,Leupold,0.004975000414583,Sports,SPORTING_GOODS,Leupold 110801 VX-2 Rifle Scope,1,0.0,0.006361272425028001,0.107261110094101,0.38276296498237394,0.068179596215589,0.43135263082487607,0.48,0.43,0.45,0.31,PL2
1690,Sports,Yukon Night Vision Gear,0.003999916999993,Sports,SPORTING_GOODS,"Yukon NVRS Titanium 1.5x42 Night Vision Rifle Scope, Weaver Mount",1,0.0,0.088956808580525,0.27691788091828,0.208449893108099,0.207061731114559,0.158444665198697,0.48,0.43,0.45,0.31,PL1
1691,Sports,Simmons,0.00041658336804900007,Sports,SPORTING_GOODS,"Simmons 8-Point Truplex Reticle Riflescope, 3-9x40mm (Matte)",3,0.0,0.06719264839224,0.38470269827262,0.246562597877897,0.15862975155695802,0.1138871187212,0.48,0.43,0.45,0.31,PL1
1692,Sports,Barska,0.000833333402778,Sports,SPORTING_GOODS,BARSKA 3-9x32 Plinker-22 Riflescope,1,0.0,0.09026665106990302,0.41032071325442704,0.294292794172701,0.29140930515725605,0.143403409410232,0.48,0.43,0.45,0.31,PL1
1693,Sports,AIM Sports,0.000408333367361,Sports,SPORTING_GOODS,Aim Sports 4X32 Compact Rangfinder Scope with Rings,2,0.0,0.132133042648996,0.232019042502719,0.35462511757495896,0.044661952081017,0.14567276689828,0.48,0.43,0.45,0.31,PL1
1694,Sports,Barska,0.001012500084375,Sports,SPORTING_GOODS,Barska 4x32 IR Contour Riflescope,2,0.0,0.185314860600174,0.33178182696937303,0.318173534069151,0.29308737920445194,0.28343886197532897,0.48,0.43,0.45,0.31,PL1
1695,Sports,Redfield,0.0020940001745000003,Sports,SPORTING_GOODS,"Redfield 115204 Revenge Rifle Scope with 4 Plex Reticle, 2-7x34-Millimeter, Black Matte Finish",3,0.0,0.14625230216684199,0.40773753690105696,0.33684011221661503,0.123639378980914,0.256090805632991,0.48,0.43,0.45,0.31,PL1
1696,Sports,Nikon,0.002441250203438,Sports,SPORTING_GOODS,Nikon ProStaff 4-12 x 40 Black Matte Riflescope (BDC),1,0.0,0.04986718033335401,0.143296269050365,0.310348365220436,0.037866629194797996,0.10142378432433599,0.48,0.43,0.45,0.31,PL1
1697,Sports,BSA Optics,0.0005412500451039999,Sports,SPORTING_GOODS,"BSA Deer Hunter Rifle Scope, 3-9 X 40 (Fully Coated)",3,0.0,0.08037714883765201,0.43382786748611896,0.388086098112069,0.046721180994085995,0.016488819282491,0.48,0.43,0.45,0.31,PL1
1698,Sports,Nikon,0.001666250138854,Sports,SPORTING_GOODS,Nikon P-223 3-9x40 Mate BDC 600,4,0.0,2.1378273886726603e-05,0.33522378474861403,0.26829438488838897,0.27279955036958103,0.380503656611444,0.48,0.43,0.45,0.31,PL4
1699,Sports,Gamo,0.00036491669707599996,Sports,SPORTING_GOODS,GAMO LC4X32 Air Rifle Scope with Rings,3,0.0,0.11691400936001,0.329515485105138,0.37042051648569396,0.293169473113976,0.20280620456274104,0.48,0.43,0.45,0.31,PL1
1700,Sports,Tasco,0.0007162500596880001,Sports,SPORTING_GOODS,Tasco World Class 3-9x40 Riflescope w/30/30 Reticle (Matte),2,0.0,0.051185013177811,0.31765947095285996,0.08020936133491299,0.124515511969118,0.001053090244197,0.48,0.43,0.45,0.31,PL1
1701,Sports,Bushnell,0.001024583418715,Sports,SPORTING_GOODS,"Bushnell Banner Dusk & Dawn Circle-X Reticle Riflescope with 6-Inch Eye Relief, 1.75-4X 32mm",1,0.0,0.032206440407012,0.009640517366308,0.109793119798249,0.030038064572822997,0.117098348194637,0.48,0.43,0.45,0.31,PL1
1702,Sports,Barska,0.0007145833928819999,Sports,SPORTING_GOODS,Barska CO11342 3-9X 40mm Colorado Riflescope,4,0.0,0.11277449757471099,0.114051696685656,0.396080828419106,0.100335258315769,0.109598170415194,0.48,0.43,0.45,0.31,PL2
1703,Sports,Tasco,0.00041625003468800004,Sports,SPORTING_GOODS,Tasco Pronghorn 3-9x 32mm 30/30 Reticle Riflescope,1,0.0,0.088996066959456,0.18915151868978,0.014690933433226002,0.289687237735474,0.047412742796434995,0.48,0.43,0.45,0.31,PL1
1704,Sports,Nikon,0.0015829167985759998,Sports,SPORTING_GOODS,Nikon ProStaff 3-9 x 40 Silver Riflescope (BDC),4,0.0,0.11273864898127801,0.4707320480081621,0.38815416955970294,0.042822058533613996,0.142483284743263,0.48,0.43,0.45,0.31,PL1
1705,Sports,Nikon,0.001916250159688,Sports,SPORTING_GOODS,Nikon ProStaff 3-9 x 50 Black Matte Riflescope (BDC),1,0.0,0.020341781839633,0.231363662173505,0.208428100170072,0.239986158530511,0.19005617157761998,0.48,0.43,0.45,0.31,PL1
1706,Sports,BSA Optics,0.0007315833942989999,Sports,SPORTING_GOODS,"BSA Tactical Weapon 4 x 30mm Rifle Scope with Mil-Dot Reticle, Rings and AR/SKS Mount",1,0.0,0.051164983267388,0.19063061481491397,0.398112853460269,0.04765070972035201,0.34667056178479305,0.48,0.43,0.45,0.31,PL2
1707,Sports,Nikon,0.0014162501180210003,Sports,SPORTING_GOODS,Nikon ProStaff 3-9 x 40 Black Matte Riflescope (Nikoplex),1,0.0,0.015830614188811,0.271131412884955,0.11023273961894099,0.173459095323059,0.303366392298341,0.48,0.43,0.45,0.31,PL4
1708,Sports,Leupold,0.007008333917361,Sports,SPORTING_GOODS,Leupold 110808 VX-2 Rifle Scope,2,0.0,0.121796249035137,0.423096124107782,0.198276996386151,0.19309174764979198,0.072298377265785,0.48,0.43,0.45,0.31,PL1
1709,Sports,Nikon,0.004249583687465,Sports,SPORTING_GOODS,"Nikon MONARCH 3 BDC Riflescope, Black, 4-16x50",1,0.0,0.0017740712095599999,0.44544266320985,0.002094309857768,0.13870834325705,0.171437402446344,0.48,0.43,0.45,0.31,PL1
1710,Sports,SigTac,0.0015833334652779999,Sports,SPORTING_GOODS,SigTac Compact Prismatic Rifle Scope,4,0.0,0.010055803576656999,0.018338991956864,0.38160460260896994,0.19685352307607,0.05940763110958099,0.48,0.43,0.45,0.31,PL2
1711,Sports,Nikon,0.0012495834374649998,Sports,SPORTING_GOODS,Nikon ProStaff 2-7 x 32 Black Matte Riflescope (Nikoplex),1,0.0,0.258181407669188,0.359056873989234,0.127502025666514,0.23103015870530702,0.128043001386446,0.48,0.43,0.45,0.31,PL1
1712,Sports,NcStar,0.000624916718743,Sports,SPORTING_GOODS,NcStar 3-9x42 Compact Scope-3 Rail Sighting System/P4 Sniper/Weaver Mount,2,0.0,0.09860754202610301,0.327800208138807,0.39640882407589,0.204598325512482,0.384261437489564,0.48,0.43,0.45,0.31,PL2
1713,Sports,NcStar,0.000208250017354,Sports,SPORTING_GOODS,NcStar 4X30 Compact Scope/Blue Lens (SC430B),2,0.0,0.066233556904796,0.06195890597233099,0.254613406341392,0.18383444398618698,0.138185386100467,0.48,0.43,0.45,0.31,PL2
1714,Sports,Nikon,0.0029995835832990004,Sports,SPORTING_GOODS,"Nikon PROSTAFF 5 BDC Riflescope, Black, 3.5-14x40",1,0.0,0.024324204500865,0.140049663363742,0.3655521369707629,0.192199046866448,0.31836366606611605,0.48,0.43,0.45,0.31,PL2
1715,Sports,Millett,0.004491250374271,Sports,SPORTING_GOODS,Millet Buck Gold 4-16x 50 Side Focus Illuminated Multi Coat Rifle Scope,2,0.0,0.009622456943433,0.044835633286987,0.290918557958342,0.072374303454774,0.41341629583688294,0.48,0.43,0.45,0.31,PL2
1716,Sports,Barska,0.002560416880035,Sports,SPORTING_GOODS,Barska 1-4x28 IR Riflescope,1,0.0,0.12208525910353599,0.385082369327053,0.328206744720408,0.072728684193453,0.20514087517707102,0.48,0.43,0.45,0.31,PL1
1717,Sports,Bushnell,0.001024583418715,Sports,SPORTING_GOODS,"Bushnell Banner Dusk & Dawn Multi-X Reticle Riflescope, 1.5-4X 32mm",2,0.0,0.13378180034107498,0.44236040988503295,0.10670715752735499,0.10646652582747301,0.402741607704884,0.48,0.43,0.45,0.31,PL4
1718,Sports,NcStar,0.00012491667707599998,Sports,SPORTING_GOODS,NcStar 4X20 Compact Air Scope/Blue Lens (SCA420B),3,0.0,0.2411045772111,0.22869015174254398,0.025144551168367998,0.241744420732892,0.158404232558973,0.48,0.43,0.45,0.31,PL4
1719,Sports,Burris,0.020108335009028,Sports,SPORTING_GOODS,"Burris 200116 Eliminator 4-16 x 50 x 96 Scope, Black",1,0.0,0.420731865605221,0.24328065600026802,0.10220317573081199,0.065417385475444,0.269353017167858,0.48,0.43,0.45,0.31,comp
1720,Sports,Butler Creek,7.49166729097228e-05,Sports,SPORTING_GOODS,Butler Creek Bikini Rifle Scope Cover,1,0.0,0.013441977735781,0.38101731190213894,0.256574274827273,0.28624245172806606,0.023115005431365004,0.48,0.43,0.45,0.31,PL1
1721,Sports,Keystone,0.0005303333775280001,Sports,SPORTING_GOODS,"Crickett Keystone KSA054 Mil Dot Quick Focus Scope, 4x32-Millimeter, Black Matte Finish",3,0.0,0.024914958083095,0.337054648049175,0.300618534166688,0.054414463928419005,0.24154338318848997,0.48,0.43,0.45,0.31,PL3
1722,Sports,Simmons,0.00042591670216000004,Sports,SPORTING_GOODS,"Simmons .22 Mag TruPlex Reticle Rimfire Riflescope with Rings, 3-9x32mm (Silver)",2,0.0,0.263172866027044,0.16382944866632598,0.127264337450014,0.117387388391202,0.335821151583891,0.48,0.43,0.45,0.31,PL2
1723,Misc.,Ledsniper®(us seller),0.0016583334715279997,Sports,SPORTING_GOODS,Ledsniper® Brand New Hunting Rifle Scope 6-24x50 AOE Red & Green Illuminated Crosshair Gun Scopes with Free Mounts,1,0.0,0.108382884683136,0.07445281716267402,0.027821892014107997,0.303068303292368,0.302519075533234,0.48,0.43,0.45,0.31,PL2
1724,Sports,ATN,0.0039916669993059995,Sports,SPORTING_GOODS,ATN Aries Mk.390 Gen 1 Paladin 4x Magnification Night Vision Rifle Scope,4,0.0,0.062154399687581,0.279509762345791,0.23939095875028601,0.295507334480648,0.13252200270395198,0.48,0.43,0.45,0.31,PL1
1725,Sports,Tasco,0.001099583424965,Sports,SPORTING_GOODS,Tasco Target/Varmint 6-24x42mm Rifle Scope Mil Dot Reticle,3,0.0,0.0079259457201,0.251198179830991,0.185898715507323,0.223335689809101,0.285417572671742,0.48,0.43,0.45,0.31,PL2
1726,Electronics,Simmons,0.001083250090271,Sports,SPORTING_GOODS,"Simmons ProHunter Truplex Reticle Handgun Scope, 4x32mm (Matte)",1,0.0,0.0159645117836,0.35849071426851703,0.13338540061475598,0.06237969205426,0.33775943368520805,0.48,0.43,0.45,0.31,PL4
1727,Sports,Traditions,0.0005415833784650001,Sports,SPORTING_GOODS,"Traditions Performance Firearms Muzzleloader Hunter Series Scope - 1x32, Matte Finish with Circle Reticle",2,0.0,0.083904033153695,0.31094748643809,0.095373201867981,0.19414716387297398,0.35563132843159495,0.48,0.43,0.45,0.31,PL2
1728,Sports,AIM Sports,0.000708333392361,Sports,SPORTING_GOODS,Aim Sports 2-7X42 30mm Scout Scope/Rangefinder,3,0.0,0.05925298159811,0.080879587975029,0.12728260944122502,0.23727220422151699,0.163468444169513,0.48,0.43,0.45,0.31,PL2
1729,Electronics,Simmons,0.001333250111104,Sports,SPORTING_GOODS,"Simmons ProHunter Truplex Reticle Handgun Scope, 2-6x32mm (Silver)",2,0.0,0.021686237380204,0.128316924470243,0.28728925285813106,0.20494543374969199,0.25914912914207,0.48,0.43,0.45,0.31,PL2
1730,Sports,Leupold,0.005805333817111,Sports,SPORTING_GOODS,"Leupold VX-2 4-12x40mm Rifle Scope, Matte Black, Duplex Reticle 114396",3,0.0,0.134014601134026,0.382086268540187,0.125856756726024,0.08847773694210302,0.074242398658246,0.48,0.43,0.45,0.31,PL1
1731,Sports,Redfield,0.0029913335826109995,Sports,SPORTING_GOODS,"Redfield 115215 Revenge Rifle Scope with 4-Plex Reticle, 4-12x42-Millimeter, Matte Black Finish",3,0.0,0.078480427914073,0.038292178713721,0.277267324802476,0.018692335409445,0.287758040064736,0.48,0.43,0.45,0.31,PL2
1732,Sports,Redfield,0.0025410835450900005,Sports,SPORTING_GOODS,Redfield 115209 Revenge Rifle Scope,1,0.0,0.111452872569558,0.260070632735515,0.420342204333855,0.230810819393441,0.36651557178149896,0.48,0.43,0.45,0.31,PL2
1733,Sports,BSA Optics,0.0013829167819100002,Sports,SPORTING_GOODS,BSA 3-12X40 Sweet 17 Rifle Scope with Multi-Grain Turret,2,0.0,0.290529042267264,0.448541068488725,0.284565546569884,0.16302430118734199,0.212832246191613,0.48,0.43,0.45,0.31,PL1
1734,Sports,BSA Optics,0.001041250086771,Sports,SPORTING_GOODS,BSA Majestic DX 3-9 x 40mm Rifle Scope with EZ Hunter Reticle,3,0.0,0.010992463631652998,0.421618388599123,0.28769913285013204,0.05519396199077099,0.08099048672002901,0.48,0.43,0.45,0.31,PL1
1735,Sports,Armasight,0.006550000545833001,Sports,SPORTING_GOODS,"Armasight Vampire 3X Night Vision Rifle Scope (CORE IIT, 60-70 lp/mm)",1,0.0,7.70970780503758e-05,0.199004103459245,0.299163199176127,0.166589817990069,0.18278584763413,0.48,0.43,0.45,0.31,PL1
1736,Misc.,TacFire,0.000582916715243,Sports,SPORTING_GOODS,TacFire 3-9X42 Compact Tactical P4 Sniper Rifle Scope Weaver Picatinny Rails with Rings and Lens Covers,2,0.0,0.097138297521064,0.109846655994414,0.21720164377114,0.24179828339891601,0.379916565378104,0.48,0.43,0.45,0.31,PL2
1737,Sports,Tasco,0.00044958337079900005,Sports,SPORTING_GOODS,Tasco Red Dot 1 x 30mm Rifle Scope 5 MOA Dot Reticle,2,0.0,0.041544365238613996,0.017508154532626,0.351877444484812,0.24286045228456102,0.32530042750286603,0.48,0.43,0.45,0.31,PL2
1738,Sports,Leupold,0.004386667032222,Sports,SPORTING_GOODS,"Leupold VX-2 3-9x40mm Rifle Scope, Matte Black, Duplex Reticle 110797",1,0.0,0.113429436523078,0.134514885780331,0.16854475583420098,0.11583292530155599,0.083512821155955,0.48,0.43,0.45,0.31,PL1
1739,Electronics,Simmons,0.001083250090271,Sports,SPORTING_GOODS,"Simmons ProHunter Truplex Reticle Handgun Scope, 4x32mm (Silver)",4,0.0,0.039042698841956,0.36047049507578605,0.313984574920415,0.179191988847823,0.35706851004406803,0.48,0.43,0.45,0.31,PL3
1740,Electronics,Simmons,0.001097500091458,Sports,SPORTING_GOODS,"Simmons ProHunter Truplex Reticle Handgun Scope, 2-6x32mm (Matte)",1,0.0,0.072069768641924,0.440612477365613,0.223714979713171,0.166071344408504,0.298916001179001,0.48,0.43,0.45,0.31,PL1
1741,Sports,UTG,0.001166416763868,Sports,SPORTING_GOODS,UTG 4-16X50 AO True Hunter IE Rifle Scope,4,0.0,0.04962615782824201,0.04156815292069,0.006696051422571,0.193123597369825,0.309126066697306,0.48,0.43,0.45,0.31,PL2
1742,Sports,Butler Creek,9.125000760416729e-05,Sports,SPORTING_GOODS,"Butler Creek Flip-Open Objective Scope Cover, Size 30 (1.96-Inch, 49.8mm)",2,0.0,0.008243055914691,0.22295224878699102,0.19507321399434197,0.22012224837304997,0.044160846120474,0.48,0.43,0.45,0.31,PL1
1743,Sports,Nikon,0.00130791677566,Sports,SPORTING_GOODS,Nikon ProStaff Rimfire 4 x 32 Black Matte Riflescope (Nikoplex),3,0.0,0.00590717372753,0.24898646451196696,0.34914935182023493,0.079376920822384,0.33049794552419504,0.48,0.43,0.45,0.31,PL2
1744,Sports,Konus,0.001999916833326,Sports,SPORTING_GOODS,KONUS 10x 44mm Zoom KONUSpro 275 Muzzle Loading Scope,3,0.0,0.007903618728009,0.459192353115709,0.064042159208306,0.282138149272823,0.35397666908298797,0.48,0.43,0.45,0.31,PL4
1745,Sports,Tasco,0.0007162500596880001,Sports,SPORTING_GOODS,Tasco World Class 3-9x 40mm Riflescope with Mil Dot Reticle,2,0.0,0.028259977030268,0.11860235481322899,0.429174567001035,0.17706030427952799,0.190441911672559,0.48,0.43,0.45,0.31,PL2
1746,Sports,Nikon,0.00041625003468800004,Sports,SPORTING_GOODS,Nikon P-Series Mount,3,0.0,0.012462449101190001,0.229708971613165,0.29272918208133303,0.21901895588703502,0.28018307203846005,0.48,0.43,0.45,0.31,PL2
1747,Sports,Butler Creek,9.125000760416729e-05,Sports,SPORTING_GOODS,"Butler Creek Flip-Open Eyepiece Scope Cover, Size 03 (1.388-Inch, 35.3mm)",2,0.0,0.19332074277955397,0.191106333286274,0.15392080827336402,0.26162189484109805,0.229146379133141,0.48,0.43,0.45,0.31,PL2
1748,Sports,Burris,0.0016583334715279997,Sports,SPORTING_GOODS,Burris 3-9 x 40mm Fullfield II Ballistic Plex Rifle Scope,4,0.0,0.025484275850092004,0.126388109390295,0.277433209781424,0.10693712502414901,0.10262349819386199,0.48,0.43,0.45,0.31,PL2
1749,Sports,Battenfeld Technologies,0.000916583409715,Sports,SPORTING_GOODS,Wheeler 540-127 Scope Mounting Kit,1,0.0,0.288227515969877,0.362467982376987,0.184573333342172,0.07184002285632,0.09737629233680001,0.48,0.43,0.45,0.31,PL1
1750,Sports,Nikon,0.001749583479132,Sports,SPORTING_GOODS,Nikon ProStaff 4-12x40 Black Matte Riflescope (Nikoplex),1,0.0,0.029655000594351003,0.143669767067972,0.31943746981940696,0.27563550657862895,0.21673400628203798,0.48,0.43,0.45,0.31,PL1
1751,Sports,Konus,0.001166583430549,Sports,SPORTING_GOODS,Konus 7266 4 x 32mm .22 Scope with Adjustable Objective,3,0.0,0.139449323677928,0.3720774169289339,0.016838775509984,0.052013267893007004,0.38777844906780196,0.48,0.43,0.45,0.31,PL3
1752,Sports,Bushnell,0.0024916668743060004,Sports,SPORTING_GOODS,"Bushnell Legend Ultra HD Mil Dot Reticle Riflescope, 4.5-14x44mm",2,0.0,0.048400341025935004,0.040754884860955,0.05194358898298599,0.14828549233205898,0.4107964464256021,0.48,0.43,0.45,0.31,PL2
1753,Sports,Butler Creek,9.125000760416729e-05,Sports,SPORTING_GOODS,"Butler Creek Flip-Open Eyepiece Scope Cover, Size 16 (1.66-Inch, 42.2mm)",3,0.0,0.15859139377171802,0.25551557166376004,0.260142158889685,0.070107651581327,0.053556273371789,0.48,0.43,0.45,0.31,PL1
1754,Sports,Wheeler,0.00018325001527100002,Sports,SPORTING_GOODS,Wheeler Scope Leveling Tool,1,0.0,0.173451237939432,0.22712517336271104,0.36773324562715004,0.10063351901430301,0.020609743980264997,0.48,0.43,0.45,0.31,PL1
1755,Sports,Tasco,0.0008412500701040001,Sports,SPORTING_GOODS,Tasco World Class 3-9x50 Riflescope w/30/30 Reticle,1,0.0,0.148301665706372,0.13593385982224301,0.22945648923699102,0.105889635211618,0.189151309050315,0.48,0.43,0.45,0.31,PL1
1756,Sports,Bushnell,0.0014495834541320004,Sports,SPORTING_GOODS,"Bushnell Banner Illuminated Crossfire 500 Reticle Riflescope, 4-16x 40mm",1,0.0,0.05323187120717,0.29666156257868,0.40750641319622205,0.07746191130686901,0.06131515983152599,0.48,0.43,0.45,0.31,PL1
1757,Sports,Sightron,0.001749916812493,Sports,SPORTING_GOODS,"Sightron SIH Series 3-9x40 Rifle Scope, HHR",1,0.0,0.20042180578716398,0.45657663595021203,0.360155514808349,0.20071436939686604,0.28739560596980396,0.48,0.43,0.45,0.31,PL1
1758,Electronics,Simmons,0.00041658336804900007,Sports,SPORTING_GOODS,"Simmons .22 Mag TruPlex Reticle Rimfire Riflescope with Rings, 4x32mm (Silver)",2,0.0,0.14557269472867998,0.05623377780302901,0.205569639836736,0.292215408300042,0.20283540291135896,0.48,0.43,0.45,0.31,PL2
1759,Sports,AIM Sports,0.001408333450694,Sports,SPORTING_GOODS,Aim Sports 2.5-10X40 Dual III. Scope with Green Laser,1,0.0,0.05427256698562401,0.04199273368141101,0.279709459919568,0.229225766423077,0.307533281219991,0.48,0.43,0.45,0.31,PL2
1760,Sports,Butler Creek,9.125000760416729e-05,Sports,SPORTING_GOODS,"Butler Creek Flip-Open Objective Scope Cover, Size 31 (1.998-Inch, 50.7mm)",2,0.0,0.031049866691147007,0.206409210210553,0.37913074284025805,0.142577066828574,0.023575728272598,0.48,0.43,0.45,0.31,PL1
1761,Sports,Leupold,0.004691667057639,Sports,SPORTING_GOODS,"Leupold 110802 VX-2 Duplex Rifle Scope with 8.8X Magnification, 3-9x40-Millimeters, Silver Finish",2,0.2668,0.257730587217529,0.08075598368275501,0.37457239040979795,0.151019338702681,0.40427425975251396,0.48,0.43,0.45,0.31,gov
1762,Sports,Nikon,0.001499583458299,Sports,SPORTING_GOODS,"Nikon P- RIMFIRE 2-7x32 Nikoplex Rifle Scope, Black",3,0.0,0.07415454335757901,0.155449430877004,0.17407801913071,0.048094443467394,0.416556630611685,0.48,0.43,0.45,0.31,PL2
1763,Sports,Bushnell,0.0011162500930210002,Sports,SPORTING_GOODS,"Bushnell Banner Dusk & Dawn Multi-X Reticle Riflescope with 6-Inch Eye Relief, 3-9X 40mm",4,0.0,0.07548898514981099,0.39398969562522096,0.37966546455150796,0.17067839290364803,0.124394109286495,0.48,0.43,0.45,0.31,PL1
1764,Misc.,Vortex,0.000208333350694,Sports,SPORTING_GOODS,"Vortex Optics 1 Inch Riflescope Medium Rings, Picatinny/Weaver Mount, Set of 2",1,0.0,0.14269022149034696,0.259587352852987,0.404150180253044,0.059734173669965994,0.39835072697885,0.48,0.43,0.45,0.31,PL3
1765,Sports,AIM Sports,0.000708333392361,Sports,SPORTING_GOODS,Aim Sports 2-7X32 Dual III. Long Eye Relief Scope with Rings,3,0.0,0.006774797969202,0.385437007164618,0.111562647148791,0.287160938954693,0.402212610951743,0.48,0.43,0.45,0.31,PL4
1766,Sports,Umarex,0.0008604167383680001,Sports,SPORTING_GOODS,"Umarex Airgun Scope, 3-9x44 NightPro Illumuninator",1,0.0,0.040897501729466004,0.265140637508677,0.160622301503349,0.09337694210931301,0.21749324323461897,0.48,0.43,0.45,0.31,PL1
1767,Sports,Nikon,0.001666250138854,Sports,SPORTING_GOODS,Nikon ProStaff 3-9 x 40 TRT APG Camo Riflescope (BDC),1,0.0,0.056483020389255,0.254842575923492,0.22219676564437602,0.15515496968995698,0.24962805556150197,0.48,0.43,0.45,0.31,PL1
1768,Sports,Nikon,0.0013329167777430002,Sports,SPORTING_GOODS,Nikon ProStaff Shotgun Hunter 2-7 x 32 Black Matte Riflescope(BDC 200),3,0.0,0.08548736102338299,0.222934217934133,0.234767357177466,0.253392865054951,0.20680730836909397,0.48,0.43,0.45,0.31,PL2
1769,Sports,Simmons,0.000991583415965,Sports,SPORTING_GOODS,"Simmons 801405 Rangefinder, 4x20LRF 600",1,0.0,0.12464132712002499,0.269622241069212,0.072240333908276,0.285192009975511,0.31749742967762895,0.48,0.43,0.45,0.31,PL4
1770,Sports,Nikon,0.0014162501180210003,Sports,SPORTING_GOODS,Nikon 8397 ACULON Laser Rangefinder,3,0.0,0.021765867906565,0.210063727595102,0.36930045457209704,0.021473191037651003,0.061309518544543,0.48,0.43,0.45,0.31,PL1
1771,Sports,Wild Game Innovations,0.001083250090271,Sports,SPORTING_GOODS,Wildgame Innovations Halo XRT Laser Rangefinder,3,0.0,0.043132020521255,0.03750327420310701,0.42032127896580196,0.187259327149242,0.24173169156413898,0.48,0.43,0.45,0.31,PL2
1772,Sports,Simmons,0.001194333432861,Sports,SPORTING_GOODS,Simmons 801406 LRF600 RANFIND ATAC 4X20,3,0.0,0.17608788104232895,0.244684700162981,0.041620744723978996,0.16599379457075597,0.299905184132148,0.48,0.43,0.45,0.31,PL4
1773,Sports,Wild Game Innovations,0.001333250111104,Sports,SPORTING_GOODS,Wildgame Innovations Halo X Ray 600 Laser Range Finder,3,0.0,0.23334188417760898,0.12114507926796,0.182062684959487,0.23230678509721697,0.254491754028464,0.48,0.43,0.45,0.31,PL2
1774,Sports,Bushnell,0.0022912501909379997,Sports,SPORTING_GOODS,"Bushnell Michael Waddell Bone Collector Edition 4x 21mm Laser Rangefinder, Realtree Xtra Camo",3,0.0,0.12475766325024001,0.08980718777421601,0.026429487912613996,0.30535435961935903,0.36811152524858703,0.48,0.43,0.45,0.31,PL4
1775,Sports,Bushnell,0.002441250203438,Sports,ABIS_SPORTS,Bushnell Sport 850 4x 20mm 1-Button Operation Compact Laser Rangefinder,4,0.0,0.010796703146143,0.081920768956827,0.42065117374672895,0.09955478710477901,0.247231737157604,0.48,0.43,0.45,0.31,PL2
1776,Sports,Leupold,0.004166583680549001,Sports,SPORTING_GOODS,Leupold 112179 RX-1000I TBR W/DNA,3,0.0,0.033041880710735,0.10899787424137801,0.14739750075670002,0.047251037186031,0.019879763427406,0.48,0.43,0.45,0.31,PL1
